question,answer
"medium- and long-rangeballistic missileofengine ofMinuteman2-, Minuteman-3havehave forcevector, cancontrolflight.",T
"long-rangemissileofsolidenginecasingadoptuse about casing, while missileenginegenerallyadoptuse low ofhigh strength or material.",T
adjuststar grainofparametersthencan toadjustinside trajectoryof forcecurve,T
"star grainandits shapethan relatively, forcerelativelylarge, parameterscan, normal be ballistic missileand missileofbooster stagemake use.",T
"missile flight can radiate, velocityoroverloadetc. ofmain need toparameters, callas overall parameters.",T
"mass inofpropellantmasscoefficientnot isbasis, whileisneed to flight can related to velocityorradiate calculationobtainto.",T
"mass havehave upper of, because of as enginestructuremasscoefficient, body structuremasscoefficientneed tobasis or.",T
"than is whenbetweenchangeof, but overall parametersdesignrelated to ofislaunch thrust-to-weight ratiooraverage thrust-to-weight ratiothan!",T
"cruise missilewing loading coefficientisaccording tomaximum lift-to-drag ratioprinciplesdesignof, whilesurface-to-air missileisaccording tomost large needoverloadprinciplesdesignof.",T
"wing loading coefficientparametersinofareaS, can toiswingofareaorfuselageofcross-sectional area, upper is valuecalculationaerodynamiccoefficientwhenthatto shouldofreference area!selectwing loading coefficient, ofisas obtainto provide the requiredliftlarge small to shouldofreference area.",T
"to in ballistic missile, enginediameter, section loading coefficientinofreference areaSthenisdetermineoffuselagecross-sectional area, not requiredagain select section loading coefficientanti- fuselagecross-sectional area.",T
"straight methodin, structuremassandpropellant grainmass need to can can correct engineparameters diameter, length, diameterorcombustion chamberpressure, areathan, propellant grainparametersetc. offunction, inside trajectory force is parametersoffunction, havehaveinside in because of relationship.",T
"ballistic missile ofNo. thenis to oftargetandassume oflaunchpoint, design flighttrajectory, theoryupper make missilealong trajectoryflight.",T
"in schemedesignstages, trajectorydesignas structureand systemprovideaerodynamicload, load, temperatureloadetc. parameters, as guidanceandcontrol systemdesignprovide the requiredoftrajectoryparameters.",T
main assume normal valueattitude angle isas ensurerelated to front of stableaccuracy.,T
"trajectorydesigninclude azimuth angleofcalculationandpitchflight angleofcalculation, pitch anglealso false assumeas parameters offunction, most as seek missile pointandits ofparameters.",T
"solutionmissilemost flight questionits is value question, ofselfchangequantityispitch angle whenbetweenofchangefunction.",T
"gravity intrue ofmost flight is items ofanti-positive function, designin, as can touse pitch angle whenbetweenoflinearfunction.",T
"controlof to correct missile, as, main, trajectoryparametersdesignwhen, to again can angle ofmost again than example methodstoconvenient pointand angle, carry outtrajectoryandguidancemethodsof design.",T
"guidanceneed tohave designgoodof calltrajectory, and issmall quantity haverelativelygoodofguidancecontroleffectiveness",T
"guidancemethodsof isin calltrajectoryupper ofeach point, to causetrajectorychangeof changequantitycarry out, linear, carry out anti- controlof.",T
velocityincrease is flighttrajectory pointofneedvelocityvectorandwhenfront velocityvectorof,T
velocityincrease guidancenormal use in large atmosphereoutside ballistic missile related to control.,T
missile controllerdesignnot needconsideractuator ofpower transfer function,F
"missileis ofnon-linearwhenchangesystem, attitude control designisin point to power carry outsmall, carry outlinear, thuscan along use classicaloflinearsystemcontrolmethods in transfer functionofcontrollerdesignmethods obtain pointoflinearcontroller, not ofoperation pointonly need tocarry outcontrolparametersofincrease degree.",T
trajectory flightof control commandisto and trajectoryto shouldof anglecarry outguidancecheckpositive obtainto ofattitude anglecommand.,T
"classicalofwhen PIDcontrolleror front rear checkpositive, isbasicof controllerstructure, considerto actuatorpower of and affect, controlleroftransfer functioncan canhigh in.",T
"of canis normal value, but not goodallow and whilenot stable.",T
"controllerdesign need tocalculationoperationpoint of, obtainto linear power coefficient, givefrom etc. equivalent control-surface deflectionto attitude angleorangle of attacketc. oftransfer functionmode, can in self control theorydesigncheckpositive.",T
"flight, if adoptuse lift, lift-to-drag ratiolarge in axisto call",T
"describemissileaerodynamicoutside shapedesignefficiencyofrefer to not islift-to-drag ratio, whileisstatic stability.",F
missilebodydesignbecause of missile small make obtainaerodynamiccontrol surfaceof controlefficiencylow.,T
"materialandstructureofstrengthrefer toofismaterialandstructurein load, temperatureetc. operationenvironmentlower resist andmaintainpositive normal operationofcapability.",T
have methodisstructureanalysisinnormal use ofa kind of correctsolutionmethods.,F
missilestructuredynamic characteristics analysis can to as structureandits othersystemof analysisofbasis.,T
"mode shapedampingthan in to reducesmall should valuehave functions, in non- havefunctions.",F
"changeshape isrefer toin structural deformationandaerodynamic force functionslower, structural deformationof.",F
control surfacenot belong towing.,F
"in wingdesignin the process, flight structuredesignofbasicrequirements, also required outside shape correctdegree, stiffness, aerodynamic heatingetc. specialrequirements.",T
structurewingof generallyalong toward.,F
"forceanalysiswhen need toconsidermain main load-bearing elementupper forceofoverall, also need toconsider main load-bearing elementtoand need to force position.",F
"ofmain jointcan wingof bending momentand large shear force, but not wingtorque.",F
"in fuselagein the structure, is axial forceandbending momentofmain main load-bearing element.",T
ofsectionareamain need toaccording to stiffness requirementdetermine.,T
reinforced framemain must bearlarge of load.,F
"as improvehigh fuselagestructuredesign, designcalculation in main main load-bearing element determineof front carry out.",F
"fuselageeach of strengthcoefficientη large in 1, and ηthe more large structuredesignthe more reasonable.",F
fuselageoftorsion causehead sectionof angle of attack.,F
offunctionsisin missile rear can actuation mechanism.,F
"than change use is flightparametersadjustcontrol surfaceofdeflection angle, to shouldmissilestabilityandmaneuverabilityrequirements, and large oflateral load.",T
control surfaceof form isactuation mechanismof itemsdesign.,T
"in thathaveactuation mechanismdesignin, all have relationship, stiffness,, motion independenceetc. ofdesignrequirements.",F
"temperature high when, metal materialofstrengthgenerally improvehigh.",F
"ofstrengthandstiffnessthan aluminum alloyneed tohigh many, fuselagecasingnormal use.",F
"materialof materialoffatigue resistance, generallysmall in materialof ultimate strength.",T
stressstrengthbecause of crackmaterial resist ofcapability.,F
"magnesium alloyof pointis strengthandelastic moduluslow, resistant to can.",T
"titanium alloy ofadvantagesisstrength than alloy steelsmall many, but specific strengththan alloy steelhigh.",F
fiber-reinforced compositeofmain need toadvantagesiseach itemsdirection havehaverelativelyhigh ofspecific strengthandspecific stiffness.,F
fiber-reinforced compositeoffatigue resistanceandreduce can relatively.,F
missilestructureseparation ofselectandmaterialofselect belong tomissilestructuredesignofinside allow. (),T
missilestructureofoperationenvironmentbelong toits designof. (),T
body coordinate systemof pointin its center of pressure. (),F
"missileadoptuse when,verticalin towardupper improve produceofaccelerationas $9.8\mathrm{m / s}^{2}$, whenmissileoflateral overloadcoefficient $n_{\mathrm{yl}}$ as 1. ()",F
"in determinemissileofdesignsituationwhen,requiredto thathavecan canoftrajectoryall carry outcalculation. ()",F
"structureofstrengthuse materialofforce can(proportional limit, ultimate strength, etc.). ()",F
"use method missilenatural frequencywhen,that obtainfrequencyofmost high etc. in pointitems. ()",F
"body structurenatural frequencyshouldandcontrol systemfrequency proximity,toconvenientin missileofcontrol. ()",F
"control reversalisrefer tobyin structural deformationandaerodynamic force functionscausecontrol surfaceeffectivenesscan low,to anti- of. ()",T
according to etc. ofsparthan verticalin fuselageaxis ofsparof good. (),T
missileof forceanalysisisa kind of quantityofanalysis. (),F
force isoutside loadbyfunctions structureinside of. (),T
fuselageupper of force hatch coveronly whilenot axial force. (),T
"relative compartment section ofbending engineof force,but offset not.()",F
actuation mechanismof relationshipgenerallyislinearof.(),F
actuation mechanismofstructure normal according tostiffnessrefer to carry outdesign.(),T
actuation mechanismofmotion independencerequirementsis to control surfaceproposeofspecialrequirements.(),T
offiber-reinforced compositeeach itemsdirectionofforce canall than metal materialofgood.(),F
"According to where the guidance command is formed, remote control guidance is divided into remote command guidance and beam-riding guidance.",T
The transformation matrix between the body coordinate system and the ground coordinate system can be obtained through two rotations.,F
"Pitching moment, yawing moment, and rolling moment are moments of aerodynamic force relative to the missile center of mass.",T
"According to the right-hand rule, the moment causing the missile to yaw to the left is a positive yawing moment.",T
"To ensure that the missile flies along the predetermined trajectory, the required overload should be greater than the available overload.",F
"When using the parallel-approach guidance method, the required normal overload of the missile is greater than the normal overload of the target.",F
Pursuit guidance is a method in which the missile axis or nose direction points toward the target.,F
"Proportional navigation has the characteristics of a trajectory that curves early and straightens later, terminal overload that is easily affected, and wide engineering application.",T
Both the pursuit method and the three-point method are special forms of proportional navigation.,F
"When using the three-point guidance method, the missile is located on the line connecting the target and the guidance station.",T
"The trajectory characteristics of the three-point method are a relatively straight trajectory, dynamic errors that are difficult to compensate, and trajectory sagging.",F
"Radio homing guidance is a guidance method in which equipment installed on the missile receives radio waves radiated or reflected by the target, tracks the target, forms guidance commands, and guides the missile toward the target.",T
Missiles using active radio homing guidance systems are usually also called anti-radiation missiles.,F
"The RF amplifier in the radar seeker receiving system, also called the front-end microwave assembly, directly amplifies the received echo signal while reducing its own noise; its main function is to improve receiver sensitivity.",T
The primary task of the radar seeker information-processing system is to detect target signals from complex interfered signals and extract relative missile-target position and motion parameters in real time to obtain guidance information.,T
"The preset loop is a typical speed control system. Structurally, it consists of two basically identical and mutually independent azimuth and pitch loops.",F
"The function of the seeker angle-tracking loop is to make the radar seeker echo antenna automatically track the target in angle, so that the seeker can continuously receive the target echo signal.",T
The wavelength of the infrared radiation energy of an object is proportional to its temperature.,F
"Due to the selective absorption of the atmosphere, the energy of infrared radiation is concentrated near certain specific wavelength bands.",T
"The image-point position reflects the magnitude and direction of the target deviation from the optical axis, and there is a one-to-one correspondence between the target and the image point.",T
"In modulation-disk design, the equal-transmittance principle can eliminate the influence of large-area background radiation on target-signal extraction.",T
"Rigidity in space and precession are inherent properties of a gyroscope, whether the gyroscope is operating or not.",F
Common optical gyroscopes include laser gyroscopes and fiber-optic gyroscopes.,T
"In general, any two coordinate systems in space can be made to coincide through three rotations. Each rotation yields an attitude transformation matrix, and right-multiplying these three matrices in sequence gives the overall attitude transformation matrix.",F
"The purpose of using composite guidance is to increase the operating range of the guidance system, overcome the shortcomings of a single guidance method, exploit the advantages of various guidance methods, and improve anti-interference performance and guidance accuracy.",T
"After the allowable-intercept flag is formed, the control algorithm uses missile-target motion parameters calculated in the midcourse guidance stage to provide the target's relative distance, velocity, and acceleration information with respect to the missile, and the seeker searches according to the target's approximate azimuth.",F
"From a technical perspective, the principle followed by a multimode composite scheme is that the operating frequencies of the modes should be as close as possible in the electromagnetic spectrum.",F
"A. missile is a space-moving body. In addition to the six states of center-of-mass motion and rotation about the center of mass, the body may also have elastic vibration, liquid sloshing when carrying liquid propellant, and engine nozzle swing under thrust-vector control. The final dynamic performance of the body is a combination of these motions.",T
"After writing the missile motion differential equations by the small-perturbation method, higher-order terms above the second order of these small increments can be neglected, so the motion differential equations with perturbation quantities as basic motion variables become constant-coefficient differential equations.",F
"From the perspective of maintaining and changing missile attitude, missile stability and control are contradictory; but from the perspective of ensuring that the missile flies along the reference trajectory, they are consistent.",T
"The control-surface loop contains a tachogenerator and a position sensor. The tachogenerator measures the angular velocity of control-surface deflection and feeds it back to the amplifier, so that a certain control signal corresponds to a certain control-surface deflection.",F
"The forces usually acting on a missile can be expressed as the resultant of gravity, engine thrust, and aerodynamic force.",T
"In a rectangular-coordinate control system, the missile control force consists of two mutually perpendicular components. The guidance subsystem in the guidance equipment measures deviations along the two coordinate axes to form two control signals, one in the pitch direction and one in the roll direction.",F
"The time constant of an aerodynamic control surface is larger than that of a direct-force lateral jet device, so aerodynamic control can achieve higher control accuracy than direct-force control.",F
"The performance of a thrust-vector control system can be described from four aspects: jet deflection angle, lateral force coefficient, axial thrust loss, and driving force.",T
The missile guidance system can function only in the initial stage of flight.(),F
All missiles must have a warhead.(),T
Rocket engines are the only type of missile propulsion device.(),F
The classification of missiles by range is absolutely fixed and will not change due to technological development or other factors.(),F
homing guidancemissile can correct intarget.(),F
missilebodyoutside shapedesignto flight can haveaffect.(),F
land-based launchofmissile existcapabilityall than sea-based launchofmissile.(),F
"missileofwarheadpropellant grainthe more many, forcethenthe more large.()",F
"guidance systeminofmeasuring device of the more correct, missileguidance precisionthen the more high.()",F
thathavemissileall needlaunchplatform.(),T
"from ground coordinate systemto trajectory coordinate systemofchange as to shouldof of, relative of andcoordinate axes relative, thenisrear obtainto of right obtainto of.",F
"to in missile, in establishmissilemotion mode when, can towill ground coordinate systemwhen.",F
"in flightin the process, guidancecontrol systemaccuracyofimprovehigh, error reducesmall, most maintainas zero, thattoidealcontrolrelationship is existin of.",F
"ground coordinate systemandvelocity coordinate systemofcoordinate axes not, not, thatto of betweenofrelativeto positionneeduse itemsparameters determine.",F
"Pitching moment, yawing moment, and rolling moment are moments of aerodynamic force relative to the missile center of mass. Correct answer: No. 16question true/false question (1 point)to in verticallaunchsurface-to-air missileofverticalupper, can to in quaternion methodestablishmissileof motion mode. Correct answer: No. 17question true/false question (1 point)angle relationship equationofformnot is of. Correct answer: No. 18question true/false question (1 point)as ensuremissilealong predetermined trajectoryflight, missileofrequired overloadshouldwhenlarge in available overload.",F
solutionobtainto missilecenter of massmotion obtainto ofmotion upper all ismotionparametersof whenvalue.,F
haveeffective launch zoneisrefers to the idealtrajectorythatrequirementsofnormalaccelerationvaluelarge in missilecan use normalaccelerationvalue.,F
"adoptuse three-point methodguideofmissile, to attackhigh targetrelativelyas havebenefit.() #",F
Pursuit guidance is a method in which the missile axis or nose direction points toward the target.,F
three-point methodinofetc. normalaccelerationcurveismissileandtargetofaccelerationrelativeetc. ofcurve.(),F
haveeffective launch zoneisrefers to the idealtrajectorythatrequirementsofnormalaccelerationvaluelarge in missilecan use normalaccelerationvalue.(),F
"adoptuse three-point methodguideofmissile, to attackhigh targetrelativelyas havebenefit.()",F
"Proportional navigation has the characteristics of a trajectory that curves early and straightens later, terminal overload that is easily affected, and wide engineering application.",T
seekofguidance systemofguidance command channelnormal needconsideridealtrajectoryrequirementsofparametersandseekerobservationofmissilemotionparametersoferror.,F
main typeradar seekerhave straight receive.() #,F
radar seekerinoflogic controlandmanagermain need tocompleteguidance informationof.() #,F
radar seekerinofcommand formationdevicethatproduceofcommandsend to.(),F
seekofguidance systemofguidance command channelnormal needconsideridealtrajectoryrequirementsofparametersandseekerobservationofmissilemotionparametersoferror.(),F
"is items ofspeed control system, from structureconsist ofupper isby itemsstructurebasicrelative also relative of positionandpitch loopconsist of.",F
"whenseekerto targetwhen, targetimage pointpositionin modulation diskin, whenwithout haveeffectivenesssignal.",T
"to in large areaof radiation, needin items inside maintainmodulation diskof as value, thenisetc. areaprinciples.",F
"normal by, can image pointcanquantitylarge small, also can image pointpositionchange.",F
"rigidity in spaceandprecessionisgyroscopeof have, without gyroscope is high rotation, all have.",F
"generally rotationcan tomake any two coordinate systems in space, rotationcan toofto itemsattitude transformation matrix, will itemsattitude transformation matrix right thenobtainto overall ofattitude transformation matrix.",F
platform inertial navigation systemiswill straight in upper ofa kind ofinertial navigation.,F
"in shape allowable-intercept flagof rear, control method midcourse guidance stagecalculationofmissiletargetmotionparameters, givetargetrelativeto missileofdistance, velocityandacceleration, seeker target azimuth anglecarry out.",F
"from angledegree, multimode composite scheme ofprinciplesiseach mode ofoperating frequencyin electromagnetic spectrumupper relative the more the more good.",F
"stability loopofmain need to canisstablemissilein betweenofcenter of massmotion, stablemissileof characteristics and characteristics.",F
"will missilemotion use small-perturbation method rear, in small increasequantityof toupper high can toignore, thusmake to quantityas basicmotion quantityofmotion changeas constant-coefficient differential equation.",F
"aerodynamic control surfaceofwhenbetweennormal than straight forcelateraljet flowdeviceneed tolarge, because of adoptuse aerodynamic controlcan to obtainthan direct-force control high ofcontrolaccuracy.",F
tailas A. liftcomponent B. stablecomponentC controlcomponent,B
"power inofreference area, reference length A. reference areaonly canas missile area, reference lengthcan B. reference areacan, reference lengthonly canas missilelength C. reference areaonly canas area, reference lengthonly canas missilelength D. can",D
"bodypositive sideslip angle, to shouldof forceas A. positive B. negative C. not determine",B
"elevatorupper, to shouldofpitchcontrol momentas A. positive B. negative C. not determine",A
"bodypositive angle of attack, to shouldofliftas A. positive B. negative C. not determine",A
"selfbydegree measuremissileofattitude angle, benefituse ofcharacteristicsA toward B. precession C. stability D. moment",A
"long-rangeballistic missileupper of stableplatformupper accelerometermeasurevalue, isrelativeto A. launch B. body coordinate system C. D",C
"benefituse determinemissileof degree smallneed________ of, todeterminerelativeshouldof elevation angle. A 1 B 2 C 3 D 4",B
"to in small diametermissile, actuator axiscan andaerodynamic control surface axisconnection, actuatoras A. actuator B. aerodynamicactuator C. actuator",C
medium- and long-rangeballistic missileoffuselagestructureas A. B. semi- C. integral wall-panel type,B
cruise missileofwingstructure normal as A. frame-skin wing B. integral wall-panel type C,A
skin ofmain need to force as A. longitudinal wall B. spar C. stringer D. rib,B
bodyoutside shapeaerodynamic efficiencyof refer to as A. high lift B. low drag C. high lift-to-drag ratio,C
""" "" shape A. ballistic missile B. surface-to-air missile C. missile D. cruise missile",D
"ballistic missile, surface-to-air missile, anti- missileadoptuse A. positive normal B. C. D. without",A
"""X""shape than ""+"" shape ofcontrol efficiency A. high B. low C. not determine",A
"fuselagediameteris items need toofdesignparameters, consideroffactorshave A. drag B. warheaddiameter C. seeker distanceand D. enginediameter E. launchdevice F. missilestructurestiffness",A
"as head sectionofaerodynamicdragand characteristics factors, missile offineness ratio large as A 1~2 B 2~3 C 3~4 D 4~5",B
large atmosphereoutside anti- anti- of fineness ratiotheorymost valueas A 0.5 B 1 C 2 D 3,A
error ofaffect in measure A. missilepitch angle B. targetline of sightangle C. missiletrajectory inclination angle D. missiletrajectory deflection angle,B
"high flight, when as 250KPawhen, lift fuselageandcylinderfuselageoflift-to-drag ratiorelativethan A. liftbody farlarge in cylinder B. lift cylinder C. liftbody farsmall in cylinder",B
cylinderfuselageofcenter of pressurepositionin lengthof _______. A 43% B 53% C 63% D 73%,C
maneuver ofdegreequantityrefer to as A. angle of attack B. overload C. flightvelocity D. lift,B
"need tomake positive normal static stabilitybodyofangle of attackbyzerochangeas -5degree(low), then elevator A. towardupper deflect directlyto trim angle of attack B. towardlower deflect directlyto trim angle of attack C. first towardlower, again towardupper deflect directlyto trim angle of attack D. first towardupper, again towardlower deflect directlyto trim angle of attack",B
"positive normal ofstatic instabilitybody, control surfaceofhaveeffectivenessangle of attack A. small in bodyangle of attack B. large in bodyangle of attack C. etc. in bodyangle of attack",B
"B. TTduring maneuver, as reducesmall aerodynamic coupling, commandas A. angle of attackas zero B. sideslip angleas zero C. bank angleas zero D. rudder angleas zero",B
"as ensuremain controlofstabilityandaccuracy, requirements that to of and momentmost large as can use control momentof A 10% B 20% C 40% D 50%",B
missileofcontrol normal as A. control surfaceofinstall B. body coordinate system C. velocity coordinate system D. launch,B
etc. equivalent control-surface deflectionofcalculationisbasis A. control momentetc. effectivenessprinciples B. controlforceetc. effectivenessprinciples C. angle of attacketc. effectivenessprinciples D. sideslip angleetc. effectivenessprinciples,A
"false assumebody structure natural frequencyas WB, natural frequencyas WA, attitude control systemfrequencyas WC, guidance systemfrequencyas WG, component arrangement, of betweennot can, need to, whileand large small as A. WA>WB>WC>WG B. WB>WA>WC>WG C. WC>WB>WG>WA D. WB>WC>WA>WG",B
"enginedepartmentneedfrom overall design department obtainofmain need to parametersis, its as. A. overall and force B. enginemass C. enginelength D. enginediameter",A
enginethan most small ofis A. solidrocket engine B. rocket-ramjet engine C. turbine engine D. turbine engine,A
acceleration performancemost goodofis A. solidrocket engine B. rocket-ramjet engine C. engine D. engine,A
long-rangeballistic missileadoptuse ofpropellantgenerallyas A. propellant D. BBmodified double-base propellant C. MDCcompositepropellant C. PDblack powder,C
propellantbelong to A. propellant D. BBmodified double-base propellant C. MDCcompositepropellant C. P D. black powder,C
"propellantmany be missileetc. quantity missileadoptuse, than large as A 220s~240s B 240s~260s C 260s~280s D 280s~300s",A
engineinside canmost goodof shapeas A. propellant grain B. inside outside propellant grain C. star grain,C
"ballistic missileoflaunch thrust-to-weight ratiooraverage thrust-to-weight ratiothan, small then acceleration performancenot good, large then engineofstructuremass large, relativelyas reasonableof valuecan as A1~2 B3~5 C8~10 D11~13",B
"ballistic missiletrajectorydesignas point degreeofetc., normal use ofhaveeffectiveness value methodsis A. shapemethod B. compositeshapemethod C. method D. method",D
"missile B. TTduring maneuver, theoryupper A. missilesideslip angleas zero B. missilepitch angleas zero C. missileyawangleas zero D. missileroll angleas zero",A
missileofbasicconsist of not includethe followingwhich item?() A. warhead B. powerdevice C. D. guidance system,C
the followingwhich typeguidance accuracymost high?() A. inertial guidance B. homing guidance C. remote control guidance D. composite guidance,B
"missileaccording toradiate, in missileradiate generallyas () A. 1000 - 3000 B. 3000 - 8000 C. 8000 - 10000 D. 10000 toupper",A
missileofpowerdevicemain need toisas provide() A. flight adjust B. lift C. force D. stablemoment,C
the followingwhich typemissilebelong toair-defense missile?() A. Dongfeng-17 B. Hongqi-9 C. Changjian-10 D. Yingji-8,B
missileguidance systemof is() A. measuring device B. computing device C. guidance device D. control device,C
missileofwarheadaccording tofunctions can be divided into() A. normal warheadand warhead B. warheadand warhead C. canwarheadand warhead D. warheadand warhead,C
"missilelaunch in, silo launchofadvantagesnot include() A. high survivability B. fast reaction speed C. easy to maintain D. can carry large missiles",B
"missileflightin the process, can when positive flight trajectoryofis() A. initial guidance B. midcourse guidance C. terminal guidance D. full-course guidance",B
the followingwhich typemissilecan use in land attack?() A. Harpoon missile B. Tomahawk missile C. Sidewinder missile D. HHQ-7,B
trajectory inclination angleandtrajectory deflection anglecharacterizestrajectory coordinate systemand()of betweenofpositionrelationship. A. ground coordinate system B. execution coordinate system C. trajectory coordinate system D. velocity coordinate system,A
"in researchcenter of masswhen studying dynamics problems,will vector equationprojectto ()most convenient. A. ground coordinate system B. body coordinate system C. trajectory coordinate system D. velocity coordinate system",C
center of masskinematic equationcharacterizesofis()ofrelationship. A. missileattitude angleandanglevelocity B. missileattitude angleandmissileposition C. missileattitude angleandmissilevelocity D. missilepositionandmissilevelocity,D
"to in plane-symmetricmissile,as low control systemofcomplexity, normal maintain()channel stable. A. pitch B. yaw C. roll D. high low",B
overloadvectoralong body coordinate systemlongitudinal axisofthe projection is called(). A. tangential overload B. normal overload C. longitudinal overload D. lateral overload,C
parallel approach methodisrefer to()in maintaining parallel motion in spaceofa kind ofguidancemethods. A. missilevelocityrefer totoward B. missile-target line C. targetvelocitydirection,B
proportional navigationisrefer tomissileflightin the processvelocityvectorofrotation anglevelocityand() than exampleofa kind of methods. A. missile-target line angle B. missile axisvelocityrotation anglevelocity C. line of sightofrotation anglevelocity,C
proportional navigationinthan examplecoefficientselectgenerallyof between is(). A. 3to 6 B. 1to without large C. 5to 8,A
"no-attack zoneisrefer to()of,in inside missilewithout methodalong requirementsof trajectoryflight. A. requireduse normal overloadexceedlimit overload B. can use normal overloadexceeds the requireduse normal overload C. requireduse normal overloadexceedcan use normal overload",C
"TVMguidance systemin,to targetofsource of the radiation signalis(). A. missileseeker B. ground control station",B
"in ()homing guidancein,guidance station to selecttarget, launch the missileoffunctions,also to provideillumination energy for the targetoffunctions. A. be type B. semi-main type C. main type",B
